region,energy_type,material_sourcing,production_volume,product_type,transport_mode,distance_km,storage_type,shelf_days,carbon_footprint
urban,non-renewable,local,5779,non-perishable,sea,4892,refrigerated,6,0.64104768
coastal,renewable,local,4636,perishable,air,833,refrigerated,14,0.3638544000000001
coastal,non-renewable,recycled,13765,non-perishable,road,1307,refrigerated,14,0.4281732
coastal,renewable,local,4462,perishable,air,1779,refrigerated,8,0.4440384000000001
urban,renewable,local,1219,non-perishable,road,2612,ambient,82,3.426944
coastal,renewable,local,3093,non-perishable,air,3324,ambient,32,2.5528320000000004
coastal,non-renewable,recycled,5640,perishable,air,4342,refrigerated,7,1.0668294
coastal,renewable,local,733,non-perishable,road,1552,ambient,114,2.830848
coastal,renewable,local,4863,non-perishable,sea,350,ambient,150,0.588
urban,non-renewable,imported,6432,perishable,air,462,refrigerated,28,0.9081072000000001
urban,renewable,local,2670,perishable,sea,649,refrigerated,24,0.22678656
urban,renewable,local,3281,perishable,sea,2941,ambient,64,2.1081087999999997
urban,renewable,local,2372,perishable,air,3983,refrigerated,21,2.6096616000000004
coastal,renewable,local,1661,non-perishable,road,2794,refrigerated,20,1.1623040000000002
rural,renewable,local,4930,non-perishable,road,2705,ambient,59,2.5535200000000002
urban,renewable,local,3328,non-perishable,road,2384,ambient,39,1.487616
coastal,non-renewable,imported,13240,non-perishable,air,3888,refrigerated,24,6.550502399999998
rural,renewable,local,4420,non-perishable,sea,3384,ambient,98,3.7142784
urban,renewable,recycled,2180,non-perishable,road,2551,ambient,174,5.3264879999999994
urban,non-renewable,local,5033,non-perishable,road,589,ambient,101,1.4277360000000001
coastal,renewable,imported,1647,non-perishable,road,373,refrigerated,9,0.10473840000000001
rural,renewable,recycled,3858,perishable,sea,1669,refrigerated,18,0.32805864
rural,renewable,recycled,3686,perishable,sea,3562,refrigerated,14,0.54455856
rural,renewable,local,3747,non-perishable,road,722,ambient,77,0.8895040000000001
rural,renewable,local,2053,perishable,sea,2428,refrigerated,15,0.5302752
rural,non-renewable,local,6362,perishable,air,1908,refrigerated,22,1.9644768000000004
urban,non-renewable,imported,7192,perishable,sea,1629,ambient,131,5.3776548
coastal,renewable,imported,2508,non-perishable,air,3542,ambient,109,13.898808000000002
urban,non-renewable,imported,5835,perishable,sea,527,refrigerated,20,0.3452904
urban,non-renewable,imported,6912,non-perishable,road,966,refrigerated,14,0.6329231999999999
rural,renewable,local,2636,perishable,sea,1164,refrigerated,27,0.45759168000000006
urban,renewable,imported,3443,non-perishable,road,954,refrigerated,28,0.8334144
urban,non-renewable,local,12176,perishable,air,245,ambient,53,0.4674600000000001
coastal,non-renewable,imported,11649,perishable,air,891,refrigerated,29,1.8138978000000001
urban,non-renewable,local,8428,perishable,sea,3032,refrigerated,18,1.19193984
rural,renewable,local,562,perishable,air,723,refrigerated,18,0.4060368
rural,renewable,local,1355,perishable,air,3641,refrigerated,11,1.2495912
urban,renewable,recycled,1531,non-perishable,sea,1469,ambient,155,1.912638
rural,renewable,recycled,4168,perishable,air,4085,refrigerated,26,2.485314
urban,non-renewable,recycled,9599,perishable,sea,2472,refrigerated,24,0.9717926399999998
urban,non-renewable,recycled,14179,perishable,air,1527,refrigerated,6,0.32158619999999993
urban,non-renewable,imported,14101,perishable,air,1357,refrigerated,27,2.5720578
coastal,non-renewable,local,6986,perishable,air,3850,refrigerated,20,3.603600000000001
urban,non-renewable,imported,12778,perishable,sea,403,ambient,80,0.8124479999999998
coastal,non-renewable,imported,8574,perishable,sea,1250,refrigerated,8,0.3276
rural,renewable,local,3581,perishable,air,1553,ambient,169,6.2989679999999995
coastal,non-renewable,local,14898,perishable,air,109,refrigerated,14,0.07141680000000003
urban,renewable,recycled,1189,non-perishable,road,2210,ambient,42,1.1138399999999997
urban,renewable,local,4387,perishable,sea,1927,refrigerated,25,0.701428
coastal,renewable,local,1047,non-perishable,air,4213,ambient,107,10.818984
rural,renewable,recycled,2959,non-perishable,road,1756,ambient,123,2.5918559999999995
rural,renewable,imported,1621,perishable,air,1856,refrigerated,11,0.9554688
rural,renewable,recycled,711,non-perishable,road,1583,ambient,129,2.450484
urban,renewable,local,1300,perishable,sea,4349,refrigerated,12,0.7598572800000001
coastal,renewable,local,3295,non-perishable,air,3027,ambient,111,8.063928000000002
rural,renewable,local,2031,non-perishable,road,1638,refrigerated,16,0.5451264
coastal,renewable,local,4668,non-perishable,air,4238,refrigerated,21,2.7767376000000006
urban,non-renewable,local,12761,non-perishable,road,481,ambient,84,0.969696
urban,non-renewable,local,5217,non-perishable,road,2823,ambient,164,11.111328
rural,non-renewable,imported,8623,non-perishable,road,1683,refrigerated,15,1.181466
rural,renewable,recycled,4837,non-perishable,air,4694,ambient,56,4.731552
rural,renewable,local,4171,non-perishable,air,3837,refrigerated,11,1.3168584
coastal,renewable,local,505,non-perishable,road,2260,refrigerated,26,1.222208
coastal,renewable,local,4987,perishable,air,921,refrigerated,16,0.4597632000000001
urban,renewable,recycled,2000,non-perishable,road,305,ambient,112,0.40992
urban,renewable,imported,874,perishable,air,4526,refrigerated,5,1.059084
rural,renewable,local,964,perishable,air,4219,refrigerated,10,1.3163280000000004
coastal,non-renewable,imported,10721,perishable,air,1722,refrigerated,29,3.5056475999999996
urban,non-renewable,local,8216,perishable,sea,1802,ambient,108,3.2695488000000004
coastal,renewable,recycled,4712,perishable,sea,2721,refrigerated,11,0.32684652
coastal,renewable,local,2855,perishable,air,2973,refrigerated,14,1.2986064000000002
urban,renewable,recycled,3856,perishable,air,2612,refrigerated,10,0.6112080000000001
urban,non-renewable,local,10002,perishable,air,3956,refrigerated,8,1.4811264000000004
coastal,renewable,recycled,3165,non-perishable,air,4619,refrigerated,14,1.5131844
coastal,non-renewable,recycled,5970,perishable,sea,4005,refrigerated,20,1.3120379999999998
urban,non-renewable,imported,13269,non-perishable,air,4592,ambient,98,24.300863999999997
coastal,renewable,recycled,3324,non-perishable,air,3780,ambient,125,8.504999999999999
rural,renewable,local,2876,non-perishable,road,2911,ambient,55,2.5616800000000004
coastal,renewable,local,1508,perishable,air,3013,refrigerated,14,1.3160784
urban,renewable,imported,2995,non-perishable,road,1601,ambient,163,6.263111999999999
urban,non-renewable,local,9359,non-perishable,air,4145,ambient,69,10.29618
urban,non-renewable,recycled,14083,perishable,air,644,refrigerated,22,0.4972968
rural,renewable,local,2629,non-perishable,road,2944,refrigerated,5,0.306176
urban,non-renewable,imported,7811,perishable,air,1248,refrigerated,13,1.1389248
rural,renewable,recycled,2437,perishable,air,4379,refrigerated,18,1.8444348
coastal,renewable,recycled,2656,perishable,air,4273,refrigerated,18,1.7997875999999997
rural,renewable,imported,3624,non-perishable,sea,383,ambient,66,0.4246704
coastal,renewable,recycled,4863,perishable,air,3674,refrigerated,7,0.6018011999999999
coastal,renewable,local,3331,non-perishable,sea,3455,ambient,57,2.205672
rural,renewable,recycled,3571,perishable,air,2791,refrigerated,29,1.8939725999999997
rural,renewable,local,776,non-perishable,road,2359,refrigerated,23,1.1285456
urban,non-renewable,local,10842,perishable,air,119,refrigerated,11,0.061261199999999995
rural,renewable,recycled,3949,non-perishable,road,1196,ambient,141,2.0236319999999997
coastal,non-renewable,imported,11713,non-perishable,air,3156,ambient,175,29.8242
urban,renewable,local,3284,perishable,air,1919,refrigerated,16,0.9579648000000002
rural,renewable,local,3440,non-perishable,air,3517,refrigerated,5,0.548652
coastal,renewable,local,1278,perishable,air,4903,refrigerated,25,3.82434
urban,non-renewable,imported,11513,perishable,sea,1059,refrigerated,9,0.3122355599999999
rural,non-renewable,imported,12729,perishable,air,1491,refrigerated,16,1.6746912
urban,non-renewable,local,5034,perishable,air,1381,refrigerated,12,0.7755696000000001
urban,non-renewable,imported,13373,non-perishable,sea,3744,ambient,105,9.906623999999999
coastal,renewable,local,3149,non-perishable,road,843,refrigerated,27,0.47342880000000004
urban,non-renewable,local,7189,perishable,air,3994,refrigerated,18,3.3645456000000005
coastal,renewable,recycled,3082,perishable,air,2289,ambient,141,5.809481999999999
urban,non-renewable,imported,11807,perishable,air,787,refrigerated,20,1.104948
rural,non-renewable,local,9861,perishable,air,4659,refrigerated,5,1.090206
coastal,renewable,local,2507,non-perishable,sea,4593,ambient,129,6.635966400000001
coastal,renewable,local,3595,perishable,air,275,refrigerated,22,0.18876000000000004
coastal,renewable,local,4029,non-perishable,road,2376,refrigerated,26,1.2849408000000002
urban,non-renewable,local,14396,perishable,sea,2448,refrigerated,9,0.48117888
urban,renewable,imported,2596,perishable,sea,419,refrigerated,17,0.15556632
coastal,renewable,recycled,2592,perishable,air,2088,ambient,112,4.209408000000001
coastal,renewable,recycled,3851,non-perishable,road,1153,ambient,65,0.89934
rural,renewable,local,4409,non-perishable,road,208,ambient,143,0.47590399999999994
coastal,non-renewable,local,5336,perishable,air,4908,refrigerated,20,4.5938880000000015
rural,non-renewable,imported,9107,non-perishable,road,2057,refrigerated,18,1.7328167999999997
urban,non-renewable,imported,13166,non-perishable,road,1139,ambient,173,7.093691999999999
coastal,renewable,recycled,2084,perishable,air,4625,refrigerated,11,1.190475
coastal,renewable,recycled,2975,non-perishable,road,1782,ambient,133,2.844072
urban,non-renewable,imported,5288,perishable,air,54,refrigerated,19,0.0720252
urban,renewable,local,3957,non-perishable,road,2570,ambient,174,7.15488
rural,renewable,local,2020,non-perishable,road,1888,ambient,131,3.957248
coastal,renewable,imported,618,perishable,sea,2839,refrigerated,20,1.2400752000000002
coastal,renewable,imported,1123,perishable,sea,3726,refrigerated,9,0.73238256
coastal,renewable,recycled,2741,non-perishable,air,4548,refrigerated,19,2.0220408000000005
rural,renewable,local,4962,non-perishable,road,1162,ambient,108,2.007936
coastal,renewable,recycled,2586,perishable,sea,4488,refrigerated,15,0.7351344000000001
rural,renewable,local,3698,non-perishable,air,4548,ambient,150,16.3728
urban,renewable,recycled,3811,perishable,sea,3967,refrigerated,28,1.21294992
urban,renewable,imported,1705,non-perishable,sea,1925,refrigerated,24,1.009008
rural,renewable,local,1416,non-perishable,road,2570,ambient,95,3.9064
coastal,renewable,recycled,1882,perishable,air,2339,ambient,176,7.4099520000000005
rural,renewable,imported,1679,perishable,air,2152,refrigerated,29,2.9206944000000004
rural,renewable,imported,1539,perishable,sea,1212,refrigerated,20,0.5294015999999999
urban,non-renewable,imported,6622,non-perishable,road,622,ambient,77,1.724184
coastal,non-renewable,recycled,12769,perishable,air,1772,ambient,161,7.702884
coastal,renewable,local,672,non-perishable,sea,694,ambient,92,0.7150976
urban,non-renewable,local,12002,perishable,air,2148,ambient,63,4.871664000000001
urban,renewable,local,3866,non-perishable,road,2773,ambient,157,6.965776000000002
urban,renewable,imported,1843,non-perishable,road,515,refrigerated,18,0.289224
urban,non-renewable,local,10846,perishable,air,1542,refrigerated,20,1.4433120000000004
rural,renewable,local,537,perishable,sea,4902,refrigerated,10,0.7137312000000001
coastal,renewable,local,951,non-perishable,sea,3063,refrigerated,27,1.2041265600000002
urban,non-renewable,imported,11924,perishable,air,2643,refrigerated,27,5.009542199999999
urban,renewable,recycled,864,non-perishable,road,358,ambient,88,0.378048
rural,renewable,imported,2952,perishable,air,4326,refrigerated,9,1.8221112
urban,renewable,imported,3916,perishable,sea,2088,refrigerated,21,0.9576403199999999
urban,renewable,recycled,818,perishable,air,1202,ambient,67,1.449612
urban,renewable,recycled,4475,non-perishable,air,4413,ambient,170,13.50378
coastal,renewable,imported,4598,perishable,sea,1944,refrigerated,12,0.50948352
coastal,renewable,imported,2553,perishable,air,2999,refrigerated,16,2.2456512
coastal,non-renewable,imported,5615,non-perishable,air,3941,ambient,169,35.965565999999995
urban,non-renewable,local,10480,perishable,air,4809,refrigerated,25,5.626530000000002
rural,renewable,imported,1107,perishable,air,2379,refrigerated,15,1.6700579999999998
urban,non-renewable,imported,12094,perishable,air,4988,ambient,51,13.736952
coastal,renewable,imported,1861,non-perishable,air,4444,refrigerated,12,2.4957504
urban,renewable,local,1637,perishable,air,2417,refrigerated,10,0.754104
urban,renewable,local,1029,perishable,sea,3441,refrigerated,11,0.55111056
urban,renewable,recycled,1092,perishable,air,3061,refrigerated,16,1.1460384
urban,renewable,local,627,non-perishable,air,4891,refrigerated,21,3.2045832
rural,renewable,recycled,3527,non-perishable,road,1932,ambient,149,3.454416
coastal,renewable,recycled,2403,non-perishable,road,864,ambient,118,1.2234239999999998
coastal,renewable,local,4039,perishable,sea,4019,ambient,131,5.896676800000001
rural,non-renewable,recycled,14988,non-perishable,road,1412,ambient,79,2.0078639999999996
urban,renewable,recycled,4165,perishable,air,3198,refrigerated,15,1.1224979999999998
urban,renewable,local,4861,perishable,sea,4225,refrigerated,22,1.3533519999999999
urban,non-renewable,recycled,6449,non-perishable,air,3254,refrigerated,29,3.3122466
rural,renewable,recycled,1393,perishable,air,2385,refrigerated,18,1.0045619999999997
urban,non-renewable,imported,11451,perishable,sea,4094,refrigerated,23,3.0847471200000003
urban,renewable,recycled,1861,perishable,sea,2016,refrigerated,5,0.1100736
coastal,renewable,recycled,1097,perishable,air,963,ambient,140,2.42676
coastal,non-renewable,imported,7909,perishable,air,4037,refrigerated,29,8.218524599999999
urban,non-renewable,imported,10315,perishable,air,2403,refrigerated,9,1.5182153999999997
urban,non-renewable,local,7234,perishable,air,1661,refrigerated,15,1.1660220000000003
coastal,renewable,recycled,4702,perishable,sea,1942,refrigerated,19,0.4029261599999999
urban,non-renewable,imported,7895,perishable,air,734,refrigerated,29,1.4942771999999998
rural,renewable,local,2577,perishable,air,1982,refrigerated,9,0.5565456
rural,non-renewable,imported,8700,non-perishable,road,2204,ambient,171,13.567824
urban,non-renewable,recycled,13326,non-perishable,air,3707,ambient,147,14.713082999999997
urban,renewable,recycled,2954,perishable,air,1806,refrigerated,12,0.5071248
rural,non-renewable,local,7493,perishable,sea,3505,refrigerated,11,0.8420411999999999
coastal,renewable,recycled,4477,non-perishable,road,178,refrigerated,17,0.0472056
rural,renewable,local,2468,non-perishable,road,120,refrigerated,20,0.049920000000000006
urban,non-renewable,recycled,7520,non-perishable,sea,4495,ambient,147,8.325638999999999
rural,renewable,local,2385,non-perishable,air,3988,ambient,170,16.271040000000003
coastal,renewable,imported,2187,perishable,air,1519,refrigerated,7,0.49762439999999997
urban,renewable,imported,3679,non-perishable,sea,2287,ambient,100,3.8421599999999994
urban,renewable,imported,1316,non-perishable,road,1136,refrigerated,29,1.0278527999999998
rural,renewable,recycled,1242,perishable,air,1565,refrigerated,22,0.805662
